DATA;DESCRIÇÃO BRUTA;VALOR;CATEGORIA;SubCategoria;PAGAMENTO;MÊS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
#REF!;Apple.Com/Bill1;"R$ 16,90";CUSTOS FIXOS;FERRAMENTAS;CARTÃO DE CREDITO;NOVEMBRO;11;;;;;;;;;;;;;;;;;
#REF!;Amazonprimebr3;"R$ 19,90";PRAZERES;LAZER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazonprimebr2;"R$ 19,90";PRAZERES;LAZER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazonprimebr1;"R$ 19,90";PRAZERES;LAZER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Marketplace - Parcela 2/2;"R$ 69,92";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;1000 Opcoes - Parcela 2/2;"R$ 44,98";CUSTOS FIXOS;FERRAMENTAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Compras Mercado Livre;"R$ 372,00";CUSTOS FIXOS;DESPESAS PESSOAIS;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;MARICÁ GARDEN;"R$ 4.125,00";METAS;CASAMENTO;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Internet;"R$ 120,00";CUSTOS FIXOS;HABITAÇÃO;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip9;"R$ 10,90";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip8;"R$ 11,06";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip7;"R$ 5,57";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;1;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip6;"R$ 11,04";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip5;"R$ 12,93";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip4;"R$ 9,96";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;1;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip3;"R$ 5,86";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;1;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip23;"R$ 5,25";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip22;"R$ 17,95";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip21;"R$ 10,06";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip20;"R$ 14,50";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip2;"R$ 22,49";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip16;"R$ 11,53";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip15;"R$ 11,97";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip14;"R$ 13,97";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip13;"R$ 25,95";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;1;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip12;"R$ 6,74";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip11;"R$ 25,98";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip10;"R$ 11,32";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *uber *trip1;"R$ 18,93";CONFORTO;TRANSPORTE: UBER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Totalpass;"R$ 119,90";CUSTOS FIXOS;SAUDE: ASSINATURA;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Termius Corporation;"R$ 88,41";CONFORTO;FERRAMENTAS;CARTÃO DE CREDITO;NOVEMBRO;1;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 7452;"R$ 128,28";CUSTOS FIXOS;ALIMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 7451;"R$ 7,18";CUSTOS FIXOS;ALIMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;South - Parcela 4/4;"R$ 127,49";CONFORTO;ROUPAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Responde Ai - Parcela 5/12;"R$ 16,90";CONHECIMENTO;EDUCAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Petala - Parcela 12/12;"R$ 251,80";METAS;OBRAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pastore Niteroi - Parcela 2/12;"R$ 21,00";CUSTOS FIXOS;SAUDE: EXAMES;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Parada Gospel De Mar;"R$ 40,48";PRAZERES;RESTAURANTE: LANCHE;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pag*tiexamesprodutos - Parcela 8/10;"R$ 10,69";CONHECIMENTO;EDUCAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Odara Roupas Ltda Ep - Parcela 4/6;"R$ 78,30";CONFORTO;ROUPAS;CARTÃO DE CREDITO;NOVEMBRO;4;;;;;;;;;;;;;;;;;
#REF!;Nord Pizzaburger2;"R$ 41,70";PRAZERES;RESTAURANTE: LANCHE;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mp *itarodas;"R$ 160,00";CUSTOS FIXOS;TRANSPORTE: MANUTENÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mlp Zattini - Parcela 2/8;"R$ 50,72";CONFORTO;ROUPAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mlp *zattini - Parcela 2/8;"R$ 50,72";CONFORTO;ROUPAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*petshop - Parcela 2/3;"R$ 55,41";PRAZERES;ANIMAIS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*centers - Parcela 2/7;"R$ 34,25";CATEGORIZAR;DESCONHECIDO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*9produt - Parcela 7/10;"R$ 30,18";CATEGORIZAR;DESCONHECIDO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*5produt - Parcela 2/3;"R$ 28,33";CATEGORIZAR;DESCONHECIDO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*5produt - Parcela 6/10;"R$ 38,26";CATEGORIZAR;DESCONHECIDO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Marica Drive;"R$ 48,90";PRAZERES;RESTAURANTE: LANCHE;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Iof Internacional;"R$ 3,87";CUSTOS FIXOS;TAXAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*ifood Club;"R$ 12,90";PRAZERES;RESTAURANTE: LANCHE;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Google Youtube2;"R$ 4,99";PRAZERES;LAZER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Google Youtube1;"R$ 13,90";PRAZERES;LAZER;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Fisia Nike Ecommer - Parcela 4/9;"R$ 99,99";CONFORTO;ROUPAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Tamoio - Parcela 5/5;"R$ 73,49";PRAZERES;SAUDE: FARMÁCIA;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Max Ii - Parcela 2/3;"R$ 104,08";CUSTOS FIXOS;SAUDE: FARMÁCIA;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Distribuidora De Rac - Parcela 2/6;"R$ 75,36";PRAZERES;ANIMAIS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Decathlon - Parcela 2/2;"R$ 72,49";CONFORTO;ROUPAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ctyongpastelaria;"R$ 38,00";PRAZERES;RESTAURANTE: LANCHE;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Credpay*38 - Amigao;"R$ 7,99";CUSTOS FIXOS;HABITAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Casa Do Eucalipto - Parcela 5/6;"R$ 84,00";METAS;OBRAS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Camicado - Parcela 2/2;"R$ 84,98";CUSTOS FIXOS;HABITAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Assb Comercio Vareji;"R$ 30,97";CUSTOS FIXOS;HABITAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Marketplace2;"R$ 89,90";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Marketplace1;"R$ 59,90";PRAZERES;ANIMAIS;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Marketplace Br Sao Paulo Bra - Parcela 5/10;"R$ 78,95";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;7;;;;;;;;;;;;;;;;;
#REF!;Amazon Br5;"R$ 170,10";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Br3;"R$ 37,54";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Br2;"R$ 152,91";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Br1;"R$ 39,20";CUSTOS FIXOS;SUPLEMENTAÇÃO;CARTÃO DE CREDITO;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;MARIA FOTOS;"R$ 510,00";METAS;CASAMENTO;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Dízimo;"R$ 1.500,00";CUSTOS FIXOS;DÍZIMO;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Appai;"R$ 327,90";CUSTOS FIXOS;SAUDE: ASSINATURA;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Terapia;"R$ 350,00";CUSTOS FIXOS;SAUDE: CONSULTAS;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Zp*isabela De Alcantar;"R$ 25,00";CATEGORIZAR;DESCONHECIDO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Yamadabazare;"R$ 28,80";CATEGORIZAR;DESCONHECIDO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Unha;"R$ 110,00";CONFORTO;ESTÉTICA;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Transferência DISTRIBUIDORA F L M J A EIRELI;"R$ 130,35";CATEGORIZAR;DESCONHECIDO;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 219,30";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 111,86";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 68,96";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 42,66";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Rj Niteroi Plaza S01/06;"R$ 90,95";PRAZERES;LAZER;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ra Deposito;"R$ 9,00";CATEGORIZAR;DESCONHECIDO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Progressiva;"R$ 130,00";CONFORTO;ESTÉTICA;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA;"R$ 700,00";LIBERDADE FINANCEIRA;INVESTIMENTOS;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Planilha (Cross);"R$ 100,00";CONFORTO;SAUDE;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Parc=103mister Mon01/03;"R$ 92,97";PRAZERES;ANIMAIS;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Padaria Confeitaria E;"R$ 22,37";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Padaria Confeitaria E;"R$ 18,00";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Padaria Confeitaria E;"R$ 5,80";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Nord Pizzaburger;"R$ 58,60";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Nord Pizzaburger;"R$ 39,70";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Nerone Gelato;"R$ 24,90";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mp*fazticket;"R$ 33,54";CATEGORIZAR;DESCONHECIDO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Mini Mercadinho Da Ver;"R$ 11,00";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;MARIA FOTOS;"R$ 510,00";METAS;CASAMENTO;PIX;DEZEMBRO;9;;;;;;;;;;;;;;;;;
#REF!;Kfc Niteroi Plaza;"R$ 46,60";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Joaoejoao;"R$ 42,00";CONFORTO;RESTAURANTE: DIA A DIA;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Jhonel Bravo Hamburgue;"R$ 54,00";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Irmaos Mataruna;"R$ 92,56";CUSTOS FIXOS;TRANSPORTE: COMBUSTÍVEL;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Inter;"R$ 1.000,00";CATEGORIZAR;CARTÃO DE CREDITO;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*vera Lucia Garios X;"R$ 27,82";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;1;;;;;;;;;;;;;;;;;
#REF!;Ifd*robson Pinto Dos Sa;"R$ 25,67";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*pizzaria Do Olivers;"R$ 103,16";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*adriana Da Silva Go;"R$ 21,98";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*adriana Da Silva Go;"R$ 21,98";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*adriana Da Silva Go;"R$ 21,98";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*51.086.590 Michelle;"R$ 38,87";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*51.086.590 Michelle;"R$ 32,88";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*51.086.590 Michelle;"R$ 30,97";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Hortifrut Jvta De Maric;"R$ 39,46";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Hna;"R$ 62,78";CONFORTO;ESTÉTICA;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;G.m.a.p Supermercados;"R$ 353,28";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;G.m.a.p Supermercados;"R$ 305,63";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;G.m.a.p Supermercados;"R$ 23,97";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;G.m.a.p Supermercados;"R$ 29,37";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Freezer 3/3;"R$ 266,67";CUSTOS FIXOS;HABITAÇÃO;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Fenix Motos 01/02;"R$ 187,50";CUSTOS FIXOS;TRANSPORTE: MANUTENÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;JUNHO;;;;;;;;;;;;;;;;;;
#REF!;Faculdade;"R$ 224,00";CONHECIMENTO;EDUCAÇÃO;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Max Ii 01/02;"R$ 257,99";PRAZERES;SAUDE: FARMÁCIA;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Max Ii;"R$ 48,46";CUSTOS FIXOS;SAUDE: FARMÁCIA;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;DELL;"R$ 493,25";CONFORTO;ELETRÔNICOS;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;JULHO;;;;;;;;;;;;;;;;;;
#REF!;Decathlon;"R$ 29,98";CONFORTO;ROUPAS;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Copel 455;"R$ 91,30";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Consorcio Estacionament;"R$ 11,00";PRAZERES;TRANSPORTE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;AGOSTO;;;;;;;;;;;;;;;;;;
#REF!;Compras Débora;"R$ 500,00";PRAZERES;ELETRÔNICOS;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;SETEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Comercio De Produtos;"R$ 96,18";CATEGORIZAR;DESCONHECIDO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;OUTUBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 70,00";CONFORTO;ESTÉTICA;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Celular;"R$ 120,00";CUSTOS FIXOS;TELEFONE;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;NOVEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Bobs Nit Plaza;"R$ 19,80";PRAZERES;RESTAURANTE: LANCHE;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Auto Posto Margui 2;"R$ 106,75";CUSTOS FIXOS;TRANSPORTE: COMBUSTÍVEL;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Ajuste;"R$ 130,18";CATEGORIZAR;CARTÃO DE CREDITO;CC ITAU PLAT;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cílios;"R$ 0,00";CONFORTO;ESTÉTICA;PIX;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Cabelo;"R$ 130,00";CONFORTO;ESTÉTICA;Pix ;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Zp*Isabela de Alcantar;"R$ 25,00";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber *Uber *Trip;"R$ 28,95";CONFORTO;TRANSPORTE: UBER;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Tiuze Mini Mercado;"R$ 13,53";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sup Princesa Marica;"R$ 160,00";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sup Princesa Marica;"R$ 69,40";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sup Princesa Marica;"R$ 64,53";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic;"R$ 134,01";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic;"R$ 12,12";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Shopee *Tokdecor - Parcela 2/3;"R$ 75,01";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Shopee *Jobeatelie - Parcela 4/7;"R$ 64,37";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Shopee *Basegeek - Parcela 3/4;"R$ 78,06";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Shopee *Azhomepanodepr - Parcela 3/3;"R$ 77,84";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Shopee *Arc;"R$ 85,24";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Rede Varejao;"R$ 149,36";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pp *Oh My Gold - Parcela 10/10;"R$ 60,45";METAS;LOJA;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pp *Oh My Gold - Parcela 6/6;"R$ 113,45";METAS;LOJA;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pilares de Marica Supe;"R$ 23,82";CUSTOS FIXOS;ALIMENTAÇÃO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pg *Ton Zuzu Fitness - Parcela 2/2;"R$ 105,00";CONFORTO;ROUPAS;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pg *Ton Nanabilit'A;"R$ 57,00";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pg *Juliana Santana - Parcela 3/3;"R$ 76,59";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Pg *Beleza Na Web Ma - Parcela 5/7;"R$ 52,30";METAS;LOJA;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Perola Icarai;"R$ 72,03";CATEGORIZAR;DESCONHECIDO;CC NUBANK M;DEZEMBRO;;;;;;;;;;;;;;;;;;
